gene	condition	timepoint	log2FC	mean_control	mean_treated	t_stat	p_value	p_adj	regulation	neg_log10_padj
PROT2580	Drug_2xEC50	8h	-0.6778837839762382	22.5794677734375	21.901583989461262	-0.6397010096036735	0.5860327029354402	0.8354781808615599	NS	0.07806488754815882
PROT2581	Drug_2xEC50	8h	-0.3688799540201799	22.817742665608723	22.448862711588543	-2.2926905317265898	0.11595196867055253	0.7983042433039778	NS	0.09783156227522852
PROT2582	Drug_2xEC50	8h	3.132110595703125	24.834063212076824	27.96617380777995	0.9343964504861154	0.448093856962947	0.7983042433039778	NS	0.09783156227522852
PROT2583	Drug_2xEC50	8h	2.247021993001301	20.6666742960612	22.9136962890625	1.1870540178207205	0.32783811579398847	0.7983042433039778	NS	0.09783156227522852
PROT2584	Drug_2xEC50	8h	-1.6267058054606132	21.689929962158203	20.06322415669759	-1.8499442254312675	0.20214918066131976	0.7983042433039778	NS	0.09783156227522852
PROT2585	Drug_2xEC50	8h	0.10299046834309777	24.833221435546875	24.936211903889973	0.31412612968837594	0.7696809705571175	0.9541127535793291	NS	0.02040029891879995
PROT2586	Drug_2xEC50	8h	0.13854090372721473	25.390706380208332	25.529247283935547	0.9783466213468924	0.38876004673243536	0.7983042433039778	NS	0.09783156227522852
PROT2587	Drug_2xEC50	8h	-0.15523910522460938	18.92422866821289	18.76898956298828	-1.705960361187275	0.16844332766525244	0.7983042433039778	NS	0.09783156227522852
PROT2588	Drug_2xEC50	8h	2.442698160807293	22.387723286946613	24.830421447753906	0.9846824780546289	0.42847434024648157	0.7983042433039778	NS	0.09783156227522852
PROT2589	Drug_2xEC50	8h	0.2467498779296875	25.03293736775716	25.279687245686848	0.07039748483224921	0.9472584187048316	0.9981657278510473	NS	0.0007973457709340385
PROT2590	Drug_2xEC50	8h	2.180602391560871	24.09246253967285	26.273064931233723	0.932628647366883	0.4493870666426792	0.7983042433039778	NS	0.09783156227522852
PROT2591	Drug_2xEC50	8h	-3.8043988545735665	31.664947509765625	27.86054865519206	-1.067726151719163	0.39727281566716605	0.7983042433039778	NS	0.09783156227522852
PROT2592	Drug_2xEC50	8h	-0.04975128173828125	28.711795806884766	28.662044525146484	-0.772020037738601	0.5093984882890179	0.8005999829868738	NS	0.09658442345987557
PROT2593	Drug_2xEC50	8h	-0.35796546936035156	25.94818115234375	25.5902156829834	-0.07141278627889804	0.9465147574468824	0.9981657278510473	NS	0.0007973457709340385
PROT2594	Drug_2xEC50	8h	0.08797454833984375	33.24157460530599	33.329549153645836	0.4891840207391961	0.6511273924547157	0.8788514672913552	NS	0.056084517857428934
PROT2595	Drug_2xEC50	8h	0.24530029296875	27.118133544921875	27.363433837890625	0.8756462293901213	0.4360993098615457	0.7983042433039778	NS	0.09783156227522852
PROT2596	Drug_2xEC50	8h	-2.202058156331379	25.448169708251953	23.246111551920574	-0.9854002160118535	0.42827493473385403	0.7983042433039778	NS	0.09783156227522852
PROT2597	Drug_2xEC50	8h	-3.1989809672037772	25.104284922281902	21.905303955078125	-0.8099529897342034	0.4636705210011572	0.7983042433039778	NS	0.09783156227522852
PROT2598	Drug_2xEC50	8h	-0.1161702473958357	23.227579752604168	23.111409505208332	-0.622537925731432	0.5674766137204655	0.8274314440411111	NS	0.0822679790725311
PROT2599	Drug_2xEC50	8h	2.07470703125	23.242034912109375	25.316741943359375	0.943009726104809	0.445022389768897	0.7983042433039778	NS	0.09783156227522852
PROT2600	Drug_2xEC50	8h	-0.548765818277996	22.3468074798584	21.798041661580402	-0.3634765132294422	0.7366292791018081	0.9315577351903991	NS	0.030790223647419245
PROT2601	Drug_2xEC50	8h	-0.12417221069335938	26.477611541748047	26.353439331054688	-0.5783909246644563	0.5940858802109892	0.8399941749183305	NS	0.07572372561621042
PROT2602	Drug_2xEC50	8h	1.2349109649658203	21.578345616658527	22.813256581624348	0.7725213573848716	0.519650558170597	0.8024018747936865	NS	0.09560806526729736
PROT2603	Drug_2xEC50	8h	-2.0672690073649065	23.002442677815754	20.935173670450848	-2.333712121843489	0.1283939071192687	0.7983042433039778	NS	0.09783156227522852
PROT2604	Drug_2xEC50	8h	-2.2962290445963554	26.254112243652344	23.95788319905599	-0.9492100986570468	0.44199788031681897	0.7983042433039778	NS	0.09783156227522852
PROT2605	Drug_2xEC50	8h	1.9531288146972656	22.792404174804688	24.745532989501953	1.1972520898514423	0.3514633424947541	0.7983042433039778	NS	0.09783156227522852
PROT2606	Drug_2xEC50	8h	-0.11412811279296875	19.313631693522137	19.199503580729168	-0.5094550195243768	0.6565266662959259	0.8816547528819318	NS	0.05470144692228864
PROT2607	Drug_2xEC50	8h	-0.08832613627115649	20.76059087117513	20.672264734903973	-0.4568228250113407	0.675461129965093	0.8951164846756149	NS	0.04812044472871048
PROT2608	Drug_2xEC50	8h	-0.0527394612630232	21.637304941813152	21.58456548055013	-0.26641915822963624	0.8143606009595317	0.9711086208377205	NS	0.012732190491467359
PROT2609	Drug_2xEC50	8h	-2.4503752390543596	22.588551839192707	20.138176600138348	-2.225670312790234	0.15236765421597728	0.7983042433039778	NS	0.09783156227522852
PROT2610	Drug_2xEC50	8h	1.982188542683918	24.120075861612957	26.102264404296875	0.9387298118742444	0.4455205786977733	0.7983042433039778	NS	0.09783156227522852
PROT2611	Drug_2xEC50	8h	3.4370886484781877	21.983803431193035	25.420892079671223	1.6563287570997753	0.2384788447964351	0.7983042433039778	NS	0.09783156227522852
PROT2612	Drug_2xEC50	8h	-0.2568143208821638	28.41961161295573	28.162797292073567	-1.1263769197344462	0.3564065768597718	0.7983042433039778	NS	0.09783156227522852
PROT2613	Drug_2xEC50	8h	2.5147132873535156	24.495769500732422	27.010482788085938	0.9599559963719859	0.4372839500171866	0.7983042433039778	NS	0.09783156227522852
PROT2614	Drug_2xEC50	8h	-0.09728368123372633	28.317881266276043	28.220597585042317	-0.4581449113908809	0.6707256656250989	0.8928128660567041	NS	0.049239559874720916
PROT2615	Drug_2xEC50	8h	-0.7556921641031913	25.08930015563965	24.333607991536457	-0.25365886034704727	0.8128679053137549	0.9711086208377205	NS	0.012732190491467359
PROT2616	Drug_2xEC50	8h	-0.17793401082356652	25.815181732177734	25.637247721354168	-1.0673155366488372	0.37790132402112386	0.7983042433039778	NS	0.09783156227522852
PROT2617	Drug_2xEC50	8h	2.4799181620279924	25.85755793253581	28.3374760945638	0.9102098694566985	0.45855851782744816	0.7983042433039778	NS	0.09783156227522852
PROT2618	Drug_2xEC50	8h	-2.365306854248047	27.74268849690755	25.377381642659504	-1.163196274666783	0.3641500836409053	0.7983042433039778	NS	0.09783156227522852
PROT2619	Drug_2xEC50	8h	-0.10267003377278883	26.221842447916668	26.11917241414388	-0.4618317476754849	0.6686161892421185	0.8914882523228247	NS	0.04988437541065465
PROT2620	Drug_2xEC50	8h	-0.3370526631673201	28.96179453531901	28.62474187215169	-1.5890726104242814	0.237531111857129	0.7983042433039778	NS	0.09783156227522852
PROT2621	Drug_2xEC50	8h	-0.2816886901855469	18.45901934305827	18.177330652872723	-0.41816015461975675	0.7086515317992358	0.9151044481680138	NS	0.038529333612028795
PROT2622	Drug_2xEC50	8h	-0.02080090840657789	22.738064448038738	22.71726353963216	-0.011172809376335762	0.9916467362633155	0.9981657278510473	NS	0.0007973457709340385
PROT2623	Drug_2xEC50	8h	0.05800882975260535	23.88763427734375	23.945643107096355	0.42639731616654725	0.694962007770052	0.9065486050657297	NS	0.04260890602413025
PROT2624	Drug_2xEC50	8h	5.67707125345866	22.779661178588867	28.456732432047527	2.047679812105723	0.1769689906257379	0.7983042433039778	NS	0.09783156227522852
PROT2625	Drug_2xEC50	8h	-0.0552037556966134	29.78692372639974	29.731719970703125	-0.24213205156569817	0.8205952573541139	0.9725871457468481	NS	0.012071474607553128
PROT2626	Drug_2xEC50	8h	-0.7712275187174455	20.354888280232746	19.5836607615153	-1.063035637554827	0.37641156703124873	0.7983042433039778	NS	0.09783156227522852
PROT2627	Drug_2xEC50	8h	-0.24174372355142992	29.273637135823567	29.031893412272137	-0.9619299845090633	0.39513784450727674	0.7983042433039778	NS	0.09783156227522852
PROT2628	Drug_2xEC50	8h	-1.2026290893554688	21.6787109375	20.47608184814453	-1.426577995331539	0.2849671040006742	0.7983042433039778	NS	0.09783156227522852
PROT2629	Drug_2xEC50	8h	0.11344273885091383	21.51657231648763	21.630015055338543	1.4639712594651786	0.23673638864099572	0.7983042433039778	NS	0.09783156227522852
PROT2630	Drug_2xEC50	8h	1.6720015207926409	22.873161951700848	24.54516347249349	1.0490374823881121	0.4040387481587291	0.7983042433039778	NS	0.09783156227522852
PROT2631	Drug_2xEC50	8h	0.13406499226888258	23.915334065755207	24.04939905802409	1.2115351730311956	0.30641239146791754	0.7983042433039778	NS	0.09783156227522852
PROT2632	Drug_2xEC50	8h	-0.24807103474934777	20.536168416341145	20.288097381591797	-0.8807483255837261	0.45000534716649393	0.7983042433039778	NS	0.09783156227522852
PROT2633	Drug_2xEC50	8h	-0.1865437825520857	26.962713877360027	26.77617009480794	-1.3987907339700896	0.2545294247096473	0.7983042433039778	NS	0.09783156227522852
PROT2634	Drug_2xEC50	8h	-0.3949495951334612	27.318509419759113	26.923559824625652	-2.2212641373521396	0.10756028387315274	0.7983042433039778	NS	0.09783156227522852
PROT2635	Drug_2xEC50	8h	-0.1132990519205741	28.272425333658855	28.15912628173828	-0.4899597604794095	0.6500824634082945	0.8788514672913552	NS	0.056084517857428934
PROT2636	Drug_2xEC50	8h	-0.4479395548502616	24.033111572265625	23.585172017415363	-1.5838831430267495	0.19229275100036816	0.7983042433039778	NS	0.09783156227522852
PROT2637	Drug_2xEC50	8h	0.2481536865234375	24.79150644938151	25.03966013590495	1.175100639366466	0.3163993742383917	0.7983042433039778	NS	0.09783156227522852
PROT2638	Drug_2xEC50	8h	0.45847129821777344	23.182475407918293	23.640946706136067	0.2255638350353419	0.8343226474865805	0.9809431376597478	NS	0.008356166642817504
PROT2639	Drug_2xEC50	8h	-3.6607602437337228	29.876797993977863	26.21603775024414	-1.0535371220078553	0.4022687099880178	0.7983042433039778	NS	0.09783156227522852
PROT2640	Drug_2xEC50	8h	-0.2913665771484375	16.646256764729817	16.35489018758138	-1.233967730285149	0.3136859170635678	0.7983042433039778	NS	0.09783156227522852
PROT2641	Drug_2xEC50	8h	-0.019756317138671875	22.02971903483073	22.00996271769206	-0.1828071839814447	0.8673554340949285	0.994796179512082	NS	0.002265891295152538
PROT2642	Drug_2xEC50	8h	3.5049209594726562	21.655568440755207	25.160489400227863	1.8549114324450158	0.20413405122623676	0.7983042433039778	NS	0.09783156227522852
PROT2643	Drug_2xEC50	8h	-0.24688339233398438	21.894847869873047	21.647964477539062	-2.712869867258204	0.05724110253749034	0.7983042433039778	NS	0.09783156227522852
PROT2644	Drug_2xEC50	8h	-0.3019053141276018	24.306832631429035	24.004927317301433	-0.9694581594789085	0.41582522883745293	0.7983042433039778	NS	0.09783156227522852
PROT2645	Drug_2xEC50	8h	-1.7058582305908203	24.705936431884766	23.000078201293945	-0.9350856937517523	0.4467200075550868	0.7983042433039778	NS	0.09783156227522852
PROT2646	Drug_2xEC50	8h	1.0643399556477853	21.991802215576172	23.056142171223957	1.0052276269802756	0.40557395681808084	0.7983042433039778	NS	0.09783156227522852
PROT2647	Drug_2xEC50	8h	0.3035011291503906	25.065900166829426	25.369401295979817	1.2548573080319945	0.30953553147418117	0.7983042433039778	NS	0.09783156227522852
PROT2648	Drug_2xEC50	8h	0.13236363728841383	26.8128178914388	26.945181528727215	0.4743813673535874	0.6630597569141603	0.8870364640992111	NS	0.052058526919597316
PROT2649	Drug_2xEC50	8h	-0.0250066121419259	24.110591888427734	24.08558527628581	-0.20574907966205647	0.8512259919001299	0.9913927852210144	NS	0.003754245961534505
PROT2650	Drug_2xEC50	8h	1.3642241160074882	22.26893424987793	23.633158365885418	1.0531203963375382	0.4027162837623225	0.7983042433039778	NS	0.09783156227522852
PROT2651	Drug_2xEC50	8h	1.3554929097493478	23.105520884195965	24.461013793945312	0.8000983776300943	0.5073981681443115	0.8005999829868738	NS	0.09658442345987557
PROT2652	Drug_2xEC50	8h	0.14719518025716027	24.902701059977215	25.049896240234375	1.337291711049815	0.2922681811225338	0.7983042433039778	NS	0.09783156227522852
PROT2653	Drug_2xEC50	8h	-0.17852083841959754	19.84020487467448	19.661684036254883	-0.5113478779037204	0.6367691096209448	0.8704745079938838	NS	0.06024394275422725
PROT2654	Drug_2xEC50	8h	-1.7729180653889962	26.270126342773438	24.49720827738444	-0.9560483324538813	0.43707139863331856	0.7983042433039778	NS	0.09783156227522852
PROT2655	Drug_2xEC50	8h	-0.054058074951171875	23.733179728190105	23.679121653238933	-0.2415150276347957	0.8211066977967765	0.9725871457468481	NS	0.012071474607553128
PROT2656	Drug_2xEC50	8h	3.733576456705727	25.186018625895183	28.91959508260091	1.1019523628023062	0.3846944435078374	0.7983042433039778	NS	0.09783156227522852
PROT2657	Drug_2xEC50	8h	4.111132303873699	19.94036801656087	24.05150032043457	1.416766295931616	0.29148085632979537	0.7983042433039778	NS	0.09783156227522852
PROT2658	Drug_2xEC50	8h	-3.030576705932617	28.59524663289388	25.564669926961262	-1.1105390214686375	0.38217872172692474	0.7983042433039778	NS	0.09783156227522852
PROT2659	Drug_2xEC50	8h	-0.16228103637695312	22.097479502360027	21.935198465983074	-0.6428146146107387	0.5583337029104758	0.8219855766072519	NS	0.08513580296461838
PROT2660	Drug_2xEC50	8h	1.603228251139324	22.337098439534504	23.940326690673828	1.0078281003637808	0.4188435276836421	0.7983042433039778	NS	0.09783156227522852
PROT2661	Drug_2xEC50	8h	0.7590694427490234	20.43069903055827	21.189768473307293	0.8112950474198262	0.4998318438105439	0.8005999829868738	NS	0.09658442345987557
PROT2662	Drug_2xEC50	8h	-1.2913087209065743	22.89577865600586	21.604469935099285	-1.1834590592958898	0.3566775914484408	0.7983042433039778	NS	0.09783156227522852
PROT2663	Drug_2xEC50	8h	-0.21725336710611742	25.886462529500324	25.669209162394207	-0.05081605304830233	0.961912755721253	0.9981657278510473	NS	0.0007973457709340385
PROT2664	Drug_2xEC50	8h	-2.8082129160563163	29.198177337646484	26.389964421590168	-0.820524611856164	0.4978948171721064	0.8005999829868738	NS	0.09658442345987557
PROT2665	Drug_2xEC50	8h	0.60625394185384	20.79795519510905	21.40420913696289	0.7561832106186193	0.5224279493461619	0.8024018747936865	NS	0.09560806526729736
PROT2666	Drug_2xEC50	8h	0.030892690022785274	23.550132751464844	23.58102544148763	0.12149920991157204	0.910568313884261	0.9981657278510473	NS	0.0007973457709340385
PROT2667	Drug_2xEC50	8h	0.1135126749674491	24.583978017171223	24.697490692138672	0.48701511155155264	0.6623905328323879	0.8864376484876385	NS	0.05235180701184208
PROT2668	Drug_2xEC50	8h	-0.21914800008138258	26.827433268229168	26.608285268147785	-1.8723705444605787	0.14407979017227812	0.7983042433039778	NS	0.09783156227522852
PROT2669	Drug_2xEC50	8h	0.13582865397135535	19.526199340820312	19.662027994791668	0.5127818502711967	0.6454454845166395	0.8757740631162002	NS	0.05760792099855308
PROT2670	Drug_2xEC50	8h	0.017695109049476798	20.01948420206706	20.037179311116535	0.0765554797329064	0.9455217345951136	0.9981657278510473	NS	0.0007973457709340385
PROT2671	Drug_2xEC50	8h	-2.8443845113118478	26.816265106201172	23.971880594889324	-1.2146417324239012	0.3483757325190799	0.7983042433039778	NS	0.09783156227522852
PROT2672	Drug_2xEC50	8h	-0.30352210998535156	19.221759796142578	18.918237686157227	-2.2636042058467627	0.10251387748502731	0.7983042433039778	NS	0.09783156227522852
PROT2673	Drug_2xEC50	8h	-1.6199906667073556	23.966206868489582	22.346216201782227	-1.1263467746126608	0.37328975984639834	0.7983042433039778	NS	0.09783156227522852
PROT2674	Drug_2xEC50	8h	-1.749807357788086	25.407460530598957	23.65765317281087	-1.2668437141349496	0.3262495836062704	0.7983042433039778	NS	0.09783156227522852
PROT2675	Drug_2xEC50	8h	0.16983985900878906	23.42309061686198	23.59293047587077	0.049591625229620254	0.962839417464886	0.9981657278510473	NS	0.0007973457709340385
PROT2676	Drug_2xEC50	8h	0.0941009521484375	24.38679377237956	24.480894724527996	0.40134224768475374	0.7106207235366753	0.915400803955447	NS	0.03838871048719754
PROT2677	Drug_2xEC50	8h	-2.1535708109537737	24.033746083577473	21.8801752726237	-2.1707404033180304	0.14508474451672243	0.7983042433039778	NS	0.09783156227522852
PROT2678	Drug_2xEC50	8h	4.6900164286295585	22.708797454833984	27.398813883463543	1.830925034054554	0.20808514485044402	0.7983042433039778	NS	0.09783156227522852
PROT2679	Drug_2xEC50	8h	-2.5766448974609375	24.506079991658527	21.92943509419759	-0.9539200114899716	0.3959230903122851	0.7983042433039778	NS	0.09783156227522852
PROT2680	Drug_2xEC50	8h	0.09412638346354285	22.144058227539062	22.238184611002605	0.08445163104112727	0.9371576130520178	0.9981657278510473	NS	0.0007973457709340385
PROT2681	Drug_2xEC50	8h	1.857216517130535	21.978394826253254	23.83561134338379	0.7669510948064684	0.4860067704610395	0.7983042433039778	NS	0.09783156227522852
PROT2682	Drug_2xEC50	8h	-0.2861366271972656	23.90458806355794	23.618451436360676	-0.08404136751968679	0.9370821778483892	0.9981657278510473	NS	0.0007973457709340385
PROT2683	Drug_2xEC50	8h	-3.5999081929524763	30.296576182047527	26.69666798909505	-1.1108979944176463	0.381941831126729	0.7983042433039778	NS	0.09783156227522852
PROT2684	Drug_2xEC50	8h	0.2925694783528634	27.230419158935547	27.52298863728841	0.6804966498894609	0.5360183552624528	0.8072565591302	NS	0.09298841756198788
PROT2685	Drug_2xEC50	8h	3.0312328338623047	25.643786748250324	28.67501958211263	1.1182320130425287	0.3793045638423572	0.7983042433039778	NS	0.09783156227522852
PROT2686	Drug_2xEC50	8h	-1.3533554077148438	21.750717798868816	20.397362391153973	-0.6329140752321785	0.5612416114843517	0.8238431421237064	NS	0.0841554691219279
PROT2687	Drug_2xEC50	8h	0.0440546671549491	23.33700180053711	23.38105646769206	0.16212702372289473	0.8791196974386081	0.9971022523681276	NS	0.0012603027092367447
PROT2688	Drug_2xEC50	8h	0.424897511800129	24.096426645914715	24.521324157714844	1.697811841246603	0.1863311703726523	0.7983042433039778	NS	0.09783156227522852
PROT2689	Drug_2xEC50	8h	1.8428281148274728	21.38534927368164	23.228177388509113	0.8520384235646175	0.4490629090509549	0.7983042433039778	NS	0.09783156227522852
PROT2690	Drug_2xEC50	8h	0.41719818115234375	20.89153544108073	21.308733622233074	0.2693138319466065	0.8076222540794367	0.9693543731558376	NS	0.013517426074977865
PROT2691	Drug_2xEC50	8h	0.2859649658203125	28.63506825764974	28.92103322347005	1.0120300137025255	0.409355402460421	0.7983042433039778	NS	0.09783156227522852
PROT2692	Drug_2xEC50	8h	4.706007639567055	22.80395762125651	27.509965260823567	2.163639065132504	0.16248924213711446	0.7983042433039778	NS	0.09783156227522852
PROT2693	Drug_2xEC50	8h	-1.56684176127116	24.35835901896159	22.79151725769043	-1.1279795968612207	0.3712806475122954	0.7983042433039778	NS	0.09783156227522852
PROT2694	Drug_2xEC50	8h	-2.9022483825683594	26.90491485595703	24.002666473388672	-1.1031707658521515	0.38435285293818183	0.7983042433039778	NS	0.09783156227522852
PROT2695	Drug_2xEC50	8h	0.05478096008300781	23.916847864786785	23.971628824869793	0.0215104531339758	0.9838713436478433	0.9981657278510473	NS	0.0007973457709340385
PROT2696	Drug_2xEC50	8h	-0.9722747802734375	25.116000493367512	24.143725713094074	-0.26191247921604827	0.8065872911547404	0.9693543731558376	NS	0.013517426074977865
PROT2697	Drug_2xEC50	8h	0.44613711039225024	20.052698771158855	20.498835881551106	0.6277693450834195	0.565997975681961	0.8274314440411111	NS	0.0822679790725311
PROT2698	Drug_2xEC50	8h	-0.17608769734700402	23.285634358723957	23.109546661376953	-0.08600281254372187	0.9357263111092775	0.9981657278510473	NS	0.0007973457709340385
PROT2699	Drug_2xEC50	8h	-0.24193954467773438	24.87891896565755	24.636979420979817	-2.41823543318513	0.07747172797913922	0.7983042433039778	NS	0.09783156227522852
PROT2700	Drug_2xEC50	8h	1.5549043019612618	25.070431391398113	26.625335693359375	0.7874983794377279	0.5133366856804404	0.8017809300015476	NS	0.09594427746138738
PROT2701	Drug_2xEC50	8h	1.0038998921712263	22.170247395833332	23.17414728800456	1.047988114852353	0.3921264694147001	0.7983042433039778	NS	0.09783156227522852
PROT2702	Drug_2xEC50	8h	2.078301111857094	17.343390146891277	19.42169125874837	2.006393341188606	0.17873090014454307	0.7983042433039778	NS	0.09783156227522852
PROT2703	Drug_2xEC50	8h	1.0408554077148438	20.864551544189453	21.905406951904297	0.9287602065607745	0.44250441042082084	0.7983042433039778	NS	0.09783156227522852
PROT2704	Drug_2xEC50	8h	-1.4773311614990234	24.641651153564453	23.16431999206543	-0.9050476393827335	0.46059231289704117	0.7983042433039778	NS	0.09783156227522852
PROT2705	Drug_2xEC50	8h	1.9745814005533866	23.322647094726562	25.29722849527995	1.0969248845247586	0.38683684824306563	0.7983042433039778	NS	0.09783156227522852
PROT2706	Drug_2xEC50	8h	-4.39508883158366	30.22850290934245	25.83341407775879	-1.0683710138005442	0.3971517532009046	0.7983042433039778	NS	0.09783156227522852
PROT2707	Drug_2xEC50	8h	-0.1563822428385393	26.968037923177082	26.811655680338543	-0.4266607451281704	0.7004372631853156	0.9101769809397723	NS	0.040874152324737824
PROT2708	Drug_2xEC50	8h	0.07701619466145715	25.331289927164715	25.408306121826172	0.2616193518324392	0.8076647892688673	0.9693543731558376	NS	0.013517426074977865
PROT2709	Drug_2xEC50	8h	0.0203399658203125	24.837345123291016	24.857685089111328	0.11434740487944693	0.9165165347822819	0.9981657278510473	NS	0.0007973457709340385
PROT2710	Drug_2xEC50	8h	0.6391112009684257	24.9378604888916	25.576971689860027	0.1511030003637777	0.8873611377558696	0.9971342267829314	NS	0.0012463762646472865
PROT2711	Drug_2xEC50	8h	0.01038360595703125	23.27306874593099	23.28345235188802	0.09810640450261703	0.9265938825193087	0.9981657278510473	NS	0.0007973457709340385
PROT2712	Drug_2xEC50	8h	0.4078343709309884	24.382404327392578	24.790238698323567	1.3531481608470375	0.30060197748693135	0.7983042433039778	NS	0.09783156227522852
PROT2713	Drug_2xEC50	8h	-0.16075007120768348	21.92684046427409	21.766090393066406	-2.468475347567869	0.13177922816905652	0.7983042433039778	NS	0.09783156227522852
PROT2714	Drug_2xEC50	8h	-6.449864069620769	28.911253611246746	22.461389541625977	-1.8967234479917143	0.19705249115383902	0.7983042433039778	NS	0.09783156227522852
PROT2715	Drug_2xEC50	8h	2.078226089477539	23.93427848815918	26.01250457763672	0.9486596440886791	0.44131119992179285	0.7983042433039778	NS	0.09783156227522852
PROT2716	Drug_2xEC50	8h	0.6041266123453788	22.186025619506836	22.790152231852215	0.6360238793053942	0.5888057517184371	0.8369662426701308	NS	0.07729205803748697
PROT2717	Drug_2xEC50	8h	-0.6195519765218087	23.239076614379883	22.619524637858074	-0.2359983253710416	0.825040843283041	0.9756327416355665	NS	0.010713633457678375
PROT2718	Drug_2xEC50	8h	0.15138753255208215	26.450201670328777	26.60158920288086	0.836650220588241	0.4868057231212934	0.7983042433039778	NS	0.09783156227522852
PROT2719	Drug_2xEC50	8h	0.08384323120117188	24.384328206380207	24.46817143758138	0.5635532480213185	0.6102775166046592	0.8507008199215111	NS	0.07022314861367533
PROT2720	Drug_2xEC50	8h	0.0971806844075509	23.47045389811198	23.56763458251953	1.4674966683604957	0.24597814421187225	0.7983042433039778	NS	0.09783156227522852
PROT2721	Drug_2xEC50	8h	-0.37119293212890625	23.28998057047526	22.918787638346355	-1.6526971157671901	0.1807156744753511	0.7983042433039778	NS	0.09783156227522852
PROT2722	Drug_2xEC50	8h	2.1042817433675154	23.530097325642902	25.634379069010418	0.9961403945241222	0.4234467324421506	0.7983042433039778	NS	0.09783156227522852
PROT2723	Drug_2xEC50	8h	1.6618512471516915	22.473475138346355	24.135326385498047	1.1810943602440265	0.355076027961209	0.7983042433039778	NS	0.09783156227522852
PROT2724	Drug_2xEC50	8h	1.5950660705566406	22.16418965657552	23.75925572713216	1.139630347058711	0.36840561529482135	0.7983042433039778	NS	0.09783156227522852
PROT2725	Drug_2xEC50	8h	-0.33048248291015625	21.16820526123047	20.837722778320312	-1.1127355764674944	0.32853407730533685	0.7983042433039778	NS	0.09783156227522852
PROT2726	Drug_2xEC50	8h	-4.803759892781578	25.402083079020183	20.598323186238606	-2.0874015327904667	0.17075159866139558	0.7983042433039778	NS	0.09783156227522852
PROT2727	Drug_2xEC50	8h	1.6569760640462228	22.83605194091797	24.49302800496419	1.3036483245192276	0.3204485204942306	0.7983042433039778	NS	0.09783156227522852
PROT2728	Drug_2xEC50	8h	0.16921106974283973	23.822266896565754	23.991477966308594	1.7747558667394256	0.15582413223711206	0.7983042433039778	NS	0.09783156227522852
PROT2729	Drug_2xEC50	8h	2.5128167470296248	23.24608548482259	25.758902231852215	1.0406612280934466	0.4072580072573284	0.7983042433039778	NS	0.09783156227522852
PROT2730	Drug_2xEC50	8h	0.06069691975911695	27.177003224690754	27.23770014444987	0.6667052693541219	0.5521857448224763	0.8163799606305959	NS	0.08810766428713639
PROT2731	Drug_2xEC50	8h	-0.30401102701823035	27.268839518229168	26.964828491210938	-1.180288601151431	0.31788560538076055	0.7983042433039778	NS	0.09783156227522852
PROT2732	Drug_2xEC50	8h	-0.4963703155517578	24.907382329305012	24.411012013753254	-0.1730037362362492	0.8714810795091776	0.9954095711127101	NS	0.0019981877215397297
PROT2733	Drug_2xEC50	8h	1.9009335835774728	22.329547882080078	24.23048146565755	1.1923090573515496	0.3553465328881612	0.7983042433039778	NS	0.09783156227522852
PROT2734	Drug_2xEC50	8h	1.3740628560384103	21.87147394816081	23.24553680419922	1.0032084063257798	0.413702837810973	0.7983042433039778	NS	0.09783156227522852
PROT2735	Drug_2xEC50	8h	1.2691319783528634	20.67132059733073	21.940452575683594	1.4571895596950706	0.2791108807605919	0.7983042433039778	NS	0.09783156227522852
PROT2736	Drug_2xEC50	8h	-0.14622624715169152	23.309650421142578	23.163424173990887	-1.0462208891343652	0.3700601256289583	0.7983042433039778	NS	0.09783156227522852
PROT2737	Drug_2xEC50	8h	1.1187496185302734	22.20979944864909	23.328549067179363	0.48315397730277093	0.6562822130706583	0.8816547528819318	NS	0.05470144692228864
PROT2738	Drug_2xEC50	8h	-1.3101425170898438	22.217782974243164	20.90764045715332	-1.21729541295872	0.309908322204797	0.7983042433039778	NS	0.09783156227522852
PROT2739	Drug_2xEC50	8h	-2.2731202443440743	25.403499603271484	23.13037935892741	-1.0448874183036725	0.40562330703614485	0.7983042433039778	NS	0.09783156227522852
PROT2740	Drug_2xEC50	8h	2.3737564086914062	19.665482838948567	22.039239247639973	2.3738469598518153	0.13952923475789406	0.7983042433039778	NS	0.09783156227522852
PROT2741	Drug_2xEC50	8h	0.323607126871746	20.090492248535156	20.414099375406902	0.8916748715553924	0.4240418420722767	0.7983042433039778	NS	0.09783156227522852
PROT2742	Drug_2xEC50	8h	3.1173318227132185	21.822234471638996	24.939566294352215	0.8430875767554734	0.4470115610928604	0.7983042433039778	NS	0.09783156227522852
PROT2743	Drug_2xEC50	8h	1.6560827891031877	21.885040918986004	23.54112370808919	1.0244337747975891	0.4130502378929023	0.7983042433039778	NS	0.09783156227522852
PROT2744	Drug_2xEC50	8h	-2.60878117879232	22.531840006510418	19.923058827718098	-1.8503137963607925	0.20333222971650186	0.7983042433039778	NS	0.09783156227522852
PROT2745	Drug_2xEC50	8h	1.3326371510823556	20.337414423624676	21.67005157470703	1.0345835545922206	0.40906523201218836	0.7983042433039778	NS	0.09783156227522852
